d
"(:Document {NumberWords: 280, Identifier: bg_CURLICAT_bg-bnc-01351, PublicationDate: N/A, NumberTokens: 313, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: POLITICS, NumberParagraphs: 7, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: N/A, NumberSentences: 14, URL: http//setimes.com/})"
"(:Document {NumberWords: 103, Identifier: bg_CURLICAT_bg-bnc-2003101629513, PublicationDate: 2003-10-16, NumberTokens: 117, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: POLITICS, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: МВФ хвали икономическите постижения на турското правителство, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 78, Identifier: bg_CURLICAT_bg-bnc-2003101630224, PublicationDate: 2003-10-16, NumberTokens: 90, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Гърция заявява подкрепа за проектите за паневропейски мрежи, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 80, Identifier: bg_CURLICAT_bg-bnc-2003101705206, PublicationDate: 2003-10-17, NumberTokens: 93, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|LAW, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Албания и ЕК подписват две споразумения за сътрудничество, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 73, Identifier: bg_CURLICAT_bg-bnc-2003101705484, PublicationDate: 2003-10-17, NumberTokens: 82, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: България ще обучава иракската полиция и сили за сигурност, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 439, Identifier: bg_CURLICAT_bg-bnc-2003101711040, PublicationDate: 2003-10-17, NumberTokens: 502, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW, NumberParagraphs: 11, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Делова хроника, NumberSentences: 23, URL: http//setimes.com/})"
"(:Document {NumberWords: 93, Identifier: bg_CURLICAT_bg-bnc-2003101712190, PublicationDate: 2003-10-17, NumberTokens: 105, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Трайковски и Марович приветстват започването на преговори за Косово, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 77, Identifier: bg_CURLICAT_bg-bnc-2003101713096, PublicationDate: 2003-10-17, NumberTokens: 88, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|LAW, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Турският министър-председател участва в срещата на върха на ЕС, посветена на проекта за конституция на съюза, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 126, Identifier: bg_CURLICAT_bg-bnc-2003101723629, PublicationDate: 2003-10-17, NumberTokens: 136, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: N/A, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Посолството на САЩ в Хърватия открива телефонна линия за информация относно укриващи се военнопрестъпници, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 98, Identifier: bg_CURLICAT_bg-bnc-2003101726255, PublicationDate: 2003-10-17, NumberTokens: 108, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Серия от регионални споразумения подписани в четвъртък, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 131, Identifier: bg_CURLICAT_bg-bnc-2003101727405, PublicationDate: 2003-10-17, NumberTokens: 147, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|EUROPEAN UNION|LAW|INTERNATIONAL ORGANISATIONS, NumberParagraphs: 4, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Вотът на недоверие срещу сръбското правителството отново отложен, NumberSentences: 9, URL: http//setimes.com/})"
"(:Document {NumberWords: 152, Identifier: bg_CURLICAT_bg-bnc-2003101730335, PublicationDate: 2003-10-17, NumberTokens: 170, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: FINANCE|LAW|POLITICS, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Атина увеличава бюджета си за осигуряване на мерки за сигурност по време на Олимпиадата, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 105, Identifier: bg_CURLICAT_bg-bnc-2003101731333, PublicationDate: 2003-10-17, NumberTokens: 120, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Президентът на кипърските гърци смята за малко вероятно налагането на вето върху усилията на Турция за влизане в ЕС, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 382, Identifier: bg_CURLICAT_bg-bnc-2003101733166, PublicationDate: 2003-10-17, NumberTokens: 434, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|EUROPEAN UNION|GEOGRAPHY, NumberParagraphs: 11, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Македония ратифицира споразумение за МНС със САЩ, NumberSentences: 16, URL: http//setimes.com/})"
"(:Document {NumberWords: 58, Identifier: bg_CURLICAT_bg-bnc-2003101901711, PublicationDate: 2003-10-19, NumberTokens: 68, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: POLITICS|LAW|EDUCATION AND COMMUNICATIONS, NumberParagraphs: 1, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Службата на Върховния представител в БиХ коментира разследването в Сребреница, NumberSentences: 2, URL: http//setimes.com/})"
"(:Document {NumberWords: 92, Identifier: bg_CURLICAT_bg-bnc-2003101907022, PublicationDate: 2003-10-19, NumberTokens: 106, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Кметовете на Загреб, Белград и Любляна подписаха документ за сътрудничество, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 102, Identifier: bg_CURLICAT_bg-bnc-2003101915551, PublicationDate: 2003-10-19, NumberTokens: 116, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EDUCATION AND COMMUNICATIONS|EUROPEAN UNION, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Албанският министър на вътрешните работи уволнен заради удряне на журналист, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 87, Identifier: bg_CURLICAT_bg-bnc-2003101923499, PublicationDate: 2003-10-19, NumberTokens: 100, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Мичунович обмисля евентуално оттегляне от президентската надпревара в Сърбия, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 49, Identifier: bg_CURLICAT_bg-bnc-2003101925021, PublicationDate: 2003-10-19, NumberTokens: 58, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: ENVIRONMENT, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Силно земетресение разтърси гръцки остров, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 143, Identifier: bg_CURLICAT_bg-bnc-2003101931569, PublicationDate: 2003-10-19, NumberTokens: 161, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Премиерът на Турция Ердоган заяви, че не е сигурно разполагането на турски войски в Ирак, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 163, Identifier: bg_CURLICAT_bg-bnc-2003101934155, PublicationDate: 2003-10-19, NumberTokens: 181, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|EUROPEAN UNION|EDUCATION AND COMMUNICATIONS, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Хърватският президент ще обяви в понеделник датата на парламентарните избори, NumberSentences: 9, URL: http//setimes.com/})"
"(:Document {NumberWords: 43, Identifier: bg_CURLICAT_bg-bnc-2003102000963, PublicationDate: 2003-10-20, NumberTokens: 48, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION, NumberParagraphs: 1, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Бившият президент на БиХ Изетбегович почина на 78-годишна възраст, NumberSentences: 3, URL: http//setimes.com/})"
"(:Document {NumberWords: 439, Identifier: bg_CURLICAT_bg-bnc-2003102002508, PublicationDate: 2003-10-20, NumberTokens: 509, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW|EUROPEAN UNION, NumberParagraphs: 12, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Според МТБЮ решението на хърватския парламент е незаконно, NumberSentences: 15, URL: http//setimes.com/})"
"(:Document {NumberWords: 112, Identifier: bg_CURLICAT_bg-bnc-2003102006240, PublicationDate: 2003-10-20, NumberTokens: 127, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|INTERNATIONAL ORGANISATIONS, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: ОССЕ ще разположи по-малко наблюдатели за изборите в Хърватия, NumberSentences: 6, URL: http//setimes.com/})"
"(:Document {NumberWords: 146, Identifier: bg_CURLICAT_bg-bnc-2003102007257, PublicationDate: 2003-10-20, NumberTokens: 164, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Според Ердоган държавите-членки на ЕС подкрепят стремежа на Турция за членство, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 103, Identifier: bg_CURLICAT_bg-bnc-2003102011620, PublicationDate: 2003-10-20, NumberTokens: 116, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|POLITICS, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Български и американски представители обсъждат възможното изплащане на иракския дълг, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 65, Identifier: bg_CURLICAT_bg-bnc-2003102011998, PublicationDate: 2003-10-20, NumberTokens: 74, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Албания приветства резолюцията на ООН за Ирак, NumberSentences: 4, URL: http//setimes.com/})"
"(:Document {NumberWords: 53, Identifier: bg_CURLICAT_bg-bnc-2003102013495, PublicationDate: 2003-10-20, NumberTokens: 59, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: N/A, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: ЕС изисква от Македония да върне неправилно похарчени средства, NumberSentences: 3, URL: http//setimes.com/})"
"(:Document {NumberWords: 479, Identifier: bg_CURLICAT_bg-bnc-2003102015568, PublicationDate: 2003-10-20, NumberTokens: 547, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: POLITICS|EDUCATION AND COMMUNICATIONS, NumberParagraphs: 11, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Напрежението между ректорите на университетите и турското правителство расте, NumberSentences: 27, URL: http//setimes.com/})"
"(:Document {NumberWords: 162, Identifier: bg_CURLICAT_bg-bnc-2003102016908, PublicationDate: 2003-10-20, NumberTokens: 185, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Настасе обявява румънския референдум за валиден, NumberSentences: 10, URL: http//setimes.com/})"
"(:Document {NumberWords: 259, Identifier: bg_CURLICAT_bg-bnc-2003102021907, PublicationDate: 2003-10-20, NumberTokens: 290, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: EUROPEAN UNION|INTERNATIONAL RELATIONS, NumberParagraphs: 5, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Отбранителната реформа в Бих навлиза в нова фаза, NumberSentences: 13, URL: http//setimes.com/})"
"(:Document {NumberWords: 946, Identifier: bg_CURLICAT_bg-bnc-2003102025428, PublicationDate: 2003-10-20, NumberTokens: 1090, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: BUSINESS AND COMPETITION, NumberParagraphs: 14, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Ще стане ли пак актуална икономическата наука на развитието?, NumberSentences: 36, URL: http//setimes.com/})"
"(:Document {NumberWords: 81, Identifier: bg_CURLICAT_bg-bnc-2003102026034, PublicationDate: 2003-10-20, NumberTokens: 95, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: LAW, NumberParagraphs: 3, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Председателката на сръбския парламент Мичич очаква предсрочни общи избори, NumberSentences: 5, URL: http//setimes.com/})"
"(:Document {NumberWords: 104, Identifier: bg_CURLICAT_bg-bnc-2003102113729, PublicationDate: 2003-10-21, NumberTokens: 124, CollectionDate: 2022-05-23T00:00:00Z, Subdomain: GEOGRAPHY|EUROPEAN UNION|LAW, NumberParagraphs: 2, LicenceLink: https://elrc-share.eu/static/metashare/licences/CC-BY-SA-4.0.pdf, DocumentTitle: Румънският референдум показа, че огромното мнозинство от гласувалите подкрепят променената конституция, NumberSentences: 7, URL: http//setimes.com/})"
